rank,objective_value,ring_a,ring_b,ring_c,fixed_count
440,108239.8269884196,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-15,24
441,108239.6864204741,base_cap_tilt_all_-10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,24
442,108235.4131566995,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.26,24
443,108227.7395043840,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-10,24
444,108227.0710437250,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_60,24
445,108226.9943348234,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_15,24
446,108199.0195977959,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
447,108195.2978775506,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_0,24
448,108193.8225906149,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
449,108191.9229360201,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_0,24
450,108188.5588622424,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-15,24
451,108187.5629568103,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
452,108185.5101795800,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,24
453,108176.1276134149,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
454,108170.0357531292,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,24
455,108167.5509224650,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.26,24
456,108166.1500330804,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_-10,24
457,108165.7956800021,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_1_tilt_all_-10,24
458,108165.7956800021,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_-10,24
459,108160.6207027184,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,24
460,108158.0853045196,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
461,108153.3991083775,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,24
462,108146.8528279280,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-10,24
463,108146.6190266053,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
464,108146.5350146548,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
465,108145.4075124029,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.46,24
466,108135.1464422227,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-60,24
467,108135.0951124420,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,24
468,108121.9946132804,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_0,24
469,108120.9988005312,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
470,108112.4483529073,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
471,108110.1080039821,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_30,24
472,108101.3906655682,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
473,108098.8731791679,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
474,108093.7590179751,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,24
475,108092.9637506189,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,24
476,108090.8504702115,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_0,24
477,108090.2612621711,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-45,24
478,108088.2636583780,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
479,108087.1416009210,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_15,24
480,108085.3627249167,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,24
481,108083.5788203343,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
482,108082.5245001804,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,24
483,108081.7663245607,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_-10,24
484,108080.3667915052,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,24
485,108068.6545642873,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,24
486,108067.9791008259,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
487,108062.4252585513,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_0,24
488,108060.3450256309,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_1_tilt_all_-10,24
489,108060.3450256309,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_-10,24
490,108056.7122944066,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,24
491,108045.5040531247,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_0,24
492,108044.1442090508,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.51,24
493,108030.9254081655,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
494,108029.8778119346,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
495,108024.9598871032,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
496,108021.4535703874,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
497,108015.0355046707,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
498,108010.6603221417,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_10,24
499,108008.6205399661,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
500,108003.2793063674,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.36,24
501,108002.8301944399,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-15,24
502,108000.0436677936,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-10,24
503,107998.5766755348,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,24
504,107990.7366409039,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
505,107985.0699540251,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-15,24
506,107982.4432877921,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-15,24
507,107971.8995819798,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.21,24
508,107971.2347336434,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
509,107968.7546923862,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_60,24
510,107965.3620927804,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
511,107959.1328356920,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,24
512,107959.0294234126,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,24
513,107957.4446513412,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.41,24
514,107956.5988534455,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
515,107947.6846182708,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
516,107940.7328820758,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.31,24
517,107927.0444946835,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
518,107926.9275977264,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
519,107926.5963350895,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,24
520,107925.4097410455,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.21,24
521,107923.3749515861,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
522,107921.4928071433,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-60,24
523,107919.2881889367,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,24
524,107918.0289958973,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
525,107911.9499879485,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_-10,24
526,107910.4475706814,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-15,24
527,107908.4870110885,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
528,107907.9979287925,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.51,24
529,107903.8496491483,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
530,107903.6679446064,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,24
531,107903.5701142476,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,24
532,107901.1665424912,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_10,24
533,107897.8012810413,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,24
534,107888.7267780704,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,24
535,107884.3803742355,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-15,24
536,107884.3160420583,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
537,107883.0852691749,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-10,24
538,107880.6624791070,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
539,107880.5138702425,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
540,107878.3343499070,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
541,107877.2822991913,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_0,24
542,107873.8013973914,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_0,24
543,107851.7774914990,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
544,107851.4742353806,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
545,107850.2729863331,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_30,24
546,107845.5080589841,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,24
547,107841.8471000898,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_0,24
548,107833.9725893986,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,24
549,107830.6096832392,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,24
550,107829.8902908167,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,24
551,107829.5936932282,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-15,24
552,107829.2575151161,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
553,107823.5412139986,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-15,24
554,107817.9086701601,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.36,24
555,107817.2717442724,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
556,107815.0491797552,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
557,107810.7123575772,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
558,107809.9069520338,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
559,107803.4402587243,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_-10,24
560,107802.4244248236,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.41,24
561,107796.2098981899,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-60,24
562,107793.1134146392,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
563,107792.6465082577,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
564,107786.9009362543,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
565,107769.1246450385,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.36,24
566,107768.9205785799,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,24
567,107767.6605592616,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,24
568,107767.5058605519,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_1_tilt_all_0,24
569,107767.5058605519,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_0,24
570,107766.3145865159,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
571,107764.8338170464,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_45,24
572,107761.5302728455,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_0,24
573,107754.3023690830,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,24
574,107752.8462867143,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.26,24
575,107747.3999024786,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
576,107745.3866993138,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-15,24
577,107739.9550496735,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,24
578,107739.5614971127,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
579,107732.8251994610,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_0,24
580,107720.4524650556,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-10,24
581,107718.8433758327,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-15,24
582,107718.4158283351,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_15,24
583,107716.5500171381,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-10,24
584,107716.1214761587,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.31,24
585,107712.3611327268,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
586,107710.6044922368,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.41,24
587,107708.0061017074,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
588,107697.8705244372,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_0,24
589,107697.6233488007,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,24
590,107694.7863817049,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
591,107694.2482244808,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,24
592,107693.0866663714,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,24
593,107689.1440678631,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,24
594,107688.3223081222,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,24
595,107687.7051430038,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.31,24
596,107683.2884971873,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_45,24
597,107682.5660856598,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_10,24
598,107682.3782799193,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,24
599,107675.5289859450,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.46,24
600,107673.7620779340,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
601,107666.5719808935,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
602,107651.7456733245,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,24
603,107645.4406668728,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_15,24
604,107641.4452616360,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,24
605,107636.7670661682,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,24
606,107635.1256293382,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,24
607,107630.0370274467,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
608,107627.2832643306,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-60,24
609,107626.9477350246,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_-10,24
610,107626.7728537734,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,24
611,107623.4965179178,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
612,107611.4683340457,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
613,107610.0588194136,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
614,107608.3101392739,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
615,107608.0426007453,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
616,107606.5039870630,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_10,24
617,107600.2299744165,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_15,24
618,107599.6306828461,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-10,24
619,107599.4769824874,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,24
620,107595.4290593897,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-10,24
621,107592.4791958310,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,upperarm_cap_1_tilt_all_0,24
622,107591.5780284374,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-10,24
623,107589.8551869394,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_0,24
624,107588.0779456342,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-10,24
625,107578.3895445346,base_cap_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
626,107572.9603765025,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-15,24
627,107567.3853839789,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_2_tilt_all_-10,24
628,107567.3853839789,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_2_tilt_all_-10,24
629,107566.8111481479,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
630,107560.5538238415,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
631,107559.7799961062,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_15,24
632,107552.7952390103,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,24
633,107551.3801339565,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,24
634,107550.3465435573,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.16,24
635,107549.8170436355,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,24
636,107549.1873254088,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,24
637,107545.1933957489,base_cap_tilt_all_-45,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_0,24
638,107544.1080444142,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_0,24
639,107543.0042721841,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
640,107542.3802076249,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_10,24
641,107542.0252297170,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
642,107540.9504221080,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,24
643,107540.7601204238,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
644,107537.6219869560,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,24
645,107536.6741321986,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
646,107536.6151779468,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,24
647,107532.5845958326,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.16,24
648,107530.1891582539,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_0,24
649,107523.9006933446,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
650,107521.5171491447,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,24
651,107507.3674051532,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_-10,24
652,107503.5013707450,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-15,24
653,107493.8586973012,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
654,107493.1359518702,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.21,24
655,107489.2367469433,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_10,24
656,107488.2943086223,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.51,24
657,107485.8986541552,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
658,107484.3978519676,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
659,107474.9637435810,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_1_tilt_all_-15,24
660,107474.9637435810,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_-15,24
661,107473.8690336885,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_10,24
